page,title,description,bedrooms,bathrooms,toilets,garage,location,city,price
9,Luxury 3 Bedroom Flat (middle Floor),3 bedroom flat / apartment for rent,3,3,4,1,"Whitesands Beach Estate, Ologolo, Lekki, Lagos",Lekki,3000000
9,Fully Serviced 3 Bedroom Apartment,3 bedroom flat / apartment for rent,3,3,4,2,"Oniru, Victoria Island (VI), Lagos",Victoria Island,9000000
9,Brand New Room And Parlor,1 bedroom mini flat (room and parlour) for rent,1,1,1,0,"After Blenco Supermarket, Sangotedo, Ajah, Lagos",Ajah,1000000
9,Luxurious Fully Furnished 3 Bedroom In A Private Call To Enter Estate,3 bedroom flat / apartment for rent,3,3,4,2,"Sangotedo, Ajah, Lagos",Ajah,3500000
9,Brand New 2 Bedroom Flat On An Interlocked Road Close To The Express,2 bedroom flat / apartment for rent,2,2,3,0,"Sangotedo, Ajah, Lagos",Ajah,1600000
9,Standard Brandnew Miniflat,1 bedroom mini flat (room and parlour) for rent,1,1,1,5,"Olokonla Bus Stop Along Lbs Axis, Ajah, Lagos",Ajah,700000
9,Spacious 3 Bedrooms Flat,3 bedroom flat / apartment for rent,3,3,4,0,"Sangotedo, Ajah, Lagos",Ajah,1800000
9,Luxury And Neat Two Bedroom Flat In A Serene Estate,2 bedroom flat / apartment for rent,2,2,1,0,"Aptech Road, Sangotedo, Ajah, Lagos",Ajah,1100000
9,Self Contained,Self contain (single rooms) for rent,0,1,1,1,"Ologolo, Lekki, Lagos",Lekki,1200000
9,Standard Brandnew 2 Bedroom Flat,2 bedroom flat / apartment for rent,2,2,3,5,"Olokonla Ajah Around Lbs Axis, Sangotedo, Ajah, Lagos",Ajah,1200000
9,Executive Two Bedroom Penthouse,2 bedroom flat / apartment for rent,2,2,3,2,"Lekki Phase 1, Lekki, Lagos",Lekki,3000000
9,Spacious 2 Bedroom Apartment,2 bedroom flat / apartment for rent,2,2,3,0,"Ologonlo, Lekki, Lagos",Lekki,2200000
10,"Renovated Block Of City View 4 Bedroom Apartments With Bq, Tennis, Squash",4 bedroom flat / apartment for rent,4,4,5,2,"Banana Island Estate, Banana Island, Ikoyi, Lagos",Ikoyi,13000000
10,A Fantastic 4 Bedroom With An Excellent Facilities,4 bedroom flat / apartment for rent,4,4,5,5,"Banana Island, Banana Island, Ikoyi, Lagos",Ikoyi,15000000
10,Mini Flat + Pool + Gym Lekki-phase-1,1 bedroom mini flat (room and parlour) for rent,1,1,1,0,"Lekki Phase 1, Lekki, Lagos",Lekki,1500000
10,Fully Serviced Room Shared Apartment,1 bedroom flat / apartment for rent,1,1,1,1,"Ikate Axis, Lekki, Lagos",Lekki,125000
10,3bedroom With Bq,3 bedroom flat / apartment for rent,3,4,3,2,"Ikate, Lekki, Lagos",Lekki,4000000
10,"Fully Furnished And Serviced 3 Bedroom Penthouse With 2 Living Rooms,",4 bedroom flat / apartment for rent,4,4,5,5,"Oniru, Victoria Island (VI), Lagos",Victoria Island,160000000
10,Fully Serviced 3 Bedroom Apartment With A Bq,3 bedroom flat / apartment for rent,3,3,4,3,"Off Freedom Way, Lekki Phase 1, Lekki, Lagos",Lekki,5000000
10,2 Bed Serviced Flat Lekki Phase 1,2 bedroom flat / apartment for rent,2,2,3,2,"Lekki Phase 1, Lekki, Lagos",Lekki,3500000
10,Spacious 2bedroom Upstairs,2 bedroom flat / apartment for rent,2,2,2,2,"Onipede Street, Lawanson, Surulere, Lagos",Surulere,650000
10,Newly Built 2 Bedroom Flat,2 bedroom flat / apartment for rent,2,2,3,3,"In A Clean Estate, Agungi, Lekki, Lagos",Lekki,2600000
10,Luxury 3 Bedroom Apartment,3 bedroom flat / apartment for rent,3,3,4,2,"Thomas Estate, Ajah, Lagos",Ajah,1300000
10,Luxury 2 Bedroom Apartment,2 bedroom flat / apartment for rent,2,2,3,2,"Off Bode Thomas, Surulere, Lagos",Surulere,1500000
10,2 Bedroom Flat Lekki-phase-1,2 bedroom flat / apartment for rent,2,2,3,2,"Lekki Phase 1, Lekki, Lagos",Lekki,6500000
10,A Nice 2 Bedroom Flat,2 bedroom flat / apartment for rent,2,2,2,2,"Off General Paint Junction, Atlantic View Layout, Alasia, Ajah, Lagos",Ajah,750000
10,3 Bedroom Flat,3 bedroom flat / apartment for rent,3,2,3,0,"Apple Estate, Amuwo Odofin, Lagos",Odofin,1500000
10,3 Bedroom Flat (ensuite),3 bedroom flat / apartment for rent,3,2,3,0,"Oye Balogun Street, Itedo Estate, Off Freedom Way, Lekki, Lagos",Lekki,2600000
10,1 Bedroom Mini Flat With Swimming Pool And Gym,1 bedroom mini flat (room and parlour) for rent,1,1,1,2,"Banana Island, Ikoyi, Lagos",Ikoyi,11000000
10,Spacious 3 Bedroom Flat,3 bedroom flat / apartment for rent,3,3,4,2,"Agungi, Lekki, Lagos",Lekki,2100000
10,Brand New Fully Serviced Three Bedroom Apartment With Bq,3 bedroom flat / apartment for rent,3,3,4,2,"Lekki Phase 1, Lekki, Lagos",Lekki,5000000
10,Sharp 3 Bedroom Flat,3 bedroom flat / apartment for rent,3,3,4,4,"Around Lbs, Sangotedo, Ajah, Lagos",Ajah,1500000
10,Luxury Two Bedroom Fully Serviced Apartment,2 bedroom flat / apartment for rent,2,2,3,1,"Off Akeem Dicsion, Lekki Phase 1, Lekki, Lagos",Lekki,3000000
11,"Renovated Block Of City View 4 Bedroom Apartments With Bq, Tennis, Squash",4 bedroom flat / apartment for rent,4,4,5,2,"Banana Island Estate, Banana Island, Ikoyi, Lagos",Ikoyi,13000000
11,Mini Flat,1 bedroom mini flat (room and parlour) for rent,1,1,1,1,"Adams Estate, Ojodu Berger, Ojodu, Lagos",Ojodu,350000
11,Luxury Mini Flat,1 bedroom mini flat (room and parlour) for rent,1,1,1,1,"Awoyaya, Ibeju Lekki, Lagos",Lekki,450000
11,Executive 2 Bedroom Flat,2 bedroom flat / apartment for rent,2,2,3,2,"Adams Estate Alagbole, Ojodu Berger, Ojodu, Lagos",Ojodu,500000
11,A Big Ensuit Room In A Flat,Self contain (single rooms) for rent,0,1,1,1,"Yaba, Yaba, Lagos",Yaba,350000
11,Brand New 2bedroom Flat Is Available,2 bedroom flat / apartment for rent,2,2,3,0,"Redeem Junction Before The Roundabout, Ogombo, Ajah, Lagos",Ajah,1000000
11,Brand New Room And Parlor,1 bedroom mini flat (room and parlour) for rent,1,1,1,0,"Close To The Junction, Ogombo, Ajah, Lagos",Ajah,700000
11,Brand New 3bedroom Flat Is Available,3 bedroom flat / apartment for rent,3,3,4,0,"Close To The Junction, Ogombo, Ajah, Lagos",Ajah,1600000
11,Decent Mini Flat At Ifako Gbagada,1 bedroom mini flat (room and parlour) for rent,1,1,1,0,"Ifako, Ifako, Gbagada, Lagos",Gbagada,800000
11,2 Bedroom Flat,2 bedroom flat / apartment for rent,2,1,1,2,"Omole Phase 2, Omole Phase 2, Ikeja, Lagos",Ikeja,1500000
11,2 Bedrooms,2 bedroom flat / apartment for rent,2,1,2,0,"Lekki County Ikota Villa, Ikota, Lekki, Lagos",Lekki,1500000
11,Lovely And Spacious 2 Bedroom Flat,2 bedroom flat / apartment for rent,2,2,3,0,"Beside Lekki Gardens Phase 2., Ajah, Lagos",Ajah,1200000
11,Clean 2 Bedroom Boysquater Flat,2 bedroom flat / apartment for rent,2,1,1,2,"Ado, Ajah, Lagos",Ajah,500000
11,1 Room Apartment,Self contain (single rooms) for rent,0,1,1,0,"Igbo Efon, Lekki, Lagos",Lekki,700000
11,3 Bedroom Fully Furnished,3 bedroom flat / apartment for rent,3,2,2,2,"Our Daily Manna Close, Ikate Elegushi, Lekki, Lagos",Lekki,13000000
11,Standard Boys Quarters,1 bedroom flat / apartment for rent,1,1,1,0,"Ikate, Lekki, Lagos",Lekki,1000000
11,Elegant 2 Bedroom,2 bedroom flat / apartment for rent,2,2,2,2,"Ologolo, Lekki, Lagos",Lekki,1700000
11,2 Bedroom Flat Serviced Apartment,2 bedroom flat / apartment for rent,2,2,3,2,"Freedom Way Lsdpc, Lekki Phase 1, Lekki, Lagos",Lekki,3500000
11,A Room Self Contain,Self contain (single rooms) for rent,0,1,1,5,"Shoprite Road, Osapa, Lekki, Lagos",Lekki,800000
11,Self Serviced 3 Bedroom Flat,3 bedroom flat / apartment for rent,3,2,3,0,"Eletu Street, Osapa, Lekki, Lagos",Lekki,1500000
11,Luxury 3 Bedroom Flat,3 bedroom flat / apartment for rent,3,3,4,2,"By Spar Road, Ikate, Lekki, Lagos",Lekki,3000000
12,An Exquisite And Luxurious 3 Bedroom Apartment,3 bedroom flat / apartment for rent,3,3,4,3,"Ikoyi, Lagos",Ikoyi,15000000
12,Luxury 3 Bedroom Flat,3 bedroom flat / apartment for rent,3,3,4,2,"By Spar Road, Ikate, Lekki, Lagos",Lekki,3000000
12,A Room Self Contained,Self contain (single rooms) for rent,0,1,1,4,"Shoprite Road, Osapa, Lekki, Lagos",Lekki,1700000
12,Standard 2 Bedroom Flat,2 bedroom flat / apartment for rent,2,2,2,0,"Behind House On The Rock Church., Ikate Elegushi, Lekki, Lagos",Lekki,1700000
12,Premium 2 Bedroom Ground Floor Apartment +pool+tennis Etc,2 bedroom flat / apartment for rent,2,2,3,2,"Old Ikoyi, Ikoyi, Lagos",Ikoyi,6500000
12,Exquisite Luxury Living In Lakepoint Apartments,3 bedroom flat / apartment for rent,3,3,4,0,"Lakepoint Apartments, Ikoyi, Lagos",Ikoyi,25000000
12,Lovely 3 Bedroom Flat With A Room Bq. All Rooms Ensuitw With Guest Toilet,3 bedroom flat / apartment for rent,3,2,3,0,"Professor Kunmi Street, Off Akuzu, By Omorinre Johnson, Lekki Phase 1, Lekki, Lagos",Lekki,4000000
12,2 Bedroom Flat,2 bedroom flat / apartment for rent,2,2,3,1,"Lekki County, Lekki, Lagos",Lekki,2000000
12,Tastefully Built Mini Flat,1 bedroom mini flat (room and parlour) for rent,1,1,1,2,"Ologolo, Lekki, Lagos",Lekki,1200000
12,Beautiful Single Room,Self contain (single rooms) for rent,0,1,1,0,"Salem By Elevation Church, Lekki, Lagos",Lekki,1500000
12,Brand New Super Spacious And Partially Serviced 1 Bedroom Flat,1 bedroom mini flat (room and parlour) for rent,1,1,1,1,"Ologolo, Lekki, Lagos",Lekki,2000000
12,Newly Built Luxury 3 Bedroom Flat In A Serene Neighbourhood,3 bedroom flat / apartment for rent,3,3,4,0,"Lekki Phase 1, Lekki, Lagos",Lekki,5500000
12,Newly Built 2 Bedroom Flat,2 bedroom flat / apartment for rent,2,1,1,0,"Lawanson, Surulere, Lagos",Surulere,650000
12,Brand New Super Spacious Self Contained,Self contain (single rooms) for rent,0,1,2,1,"Ologolo, Lekki, Lagos",Lekki,1200000
12,4 Bedroom Luxury Apartment,4 bedroom flat / apartment for rent,4,5,5,0,"Banana Island, Ikoyi, Lagos",Ikoyi,10000000
12,Newly Built Mini Flat Upstairs,1 bedroom mini flat (room and parlour) for rent,1,1,1,0,"Lawanson, Surulere, Lagos",Surulere,550000
12,"Spacious Mini Flat, Comes With A Guest Toilet",1 bedroom mini flat (room and parlour) for rent,1,1,1,0,"Off Emma Abimbola Cole Street, Lekki, Lagos",Lekki,2200000
12,Serviced With 4hours Light 3 Bedroom En-suite Flat,3 bedroom flat / apartment for rent,3,3,4,2,"Lekki Phase 1, Lekki, Lagos",Lekki,5000000
12,Ultra Luxury International Standard 3 Bedroom Apartment +bq+pool+sauna,3 bedroom flat / apartment for rent,3,3,4,2,"Victoria Island (VI), Lagos",Victoria Island,16500000
12,A Big Ensuite Room In A Flat,Self contain (single rooms) for rent,0,1,1,1,"Yaba, Lagos",Yaba,300000
12,New Superb Brand New 2 Bedroom Flat In An Estate Proximity To Express,2 bedroom flat / apartment for rent,2,2,2,2,"Sangotedo, Ajah, Lagos",Ajah,1500000
13,An Exquisite And Luxurious 3 Bedroom Apartment,3 bedroom flat / apartment for rent,3,3,4,3,"Ikoyi, Lagos",Ikoyi,15000000
13,Luxury 2 Bedroom Flat,2 bedroom flat / apartment for rent,2,3,3,2,"Lamgbasa, Ado, Ajah, Lagos",Ajah,1500000
13,Brand New Well Built 2 Bedroom Luxury Apartment,2 bedroom flat / apartment for rent,2,3,3,0,"Adeba, Lakowe, Ibeju Lekki, Lagos",Lekki,600000
13,Brand New Well Built 3 Bedroom Luxury Apartment,3 bedroom flat / apartment for rent,3,4,4,0,"Adeba, Lakowe, Ibeju Lekki, Lagos",Lekki,800000
13,3 Bedroom Flat,3 bedroom flat / apartment for rent,3,3,4,2,"Victoria Island (VI), Lagos",Victoria Island,7500000
13,Spacious Mini Flat In A Private Court In An Estate,1 bedroom flat / apartment for rent,1,1,1,2,"Sangotedo, Ajah, Lagos",Ajah,700000
13,High End 3 Bedroom Apartment + Bq+ Gym+pool,3 bedroom flat / apartment for rent,3,3,4,2,"Victoria Island (VI), Lagos",Victoria Island,15000000
13,Super Spacious And Newly Renovated 3 Bedroom Flat,3 bedroom flat / apartment for rent,3,3,4,2,"Orchid Road, Lekki, Lagos",Lekki,2300000
13,9 Units Of 2 Bedroom Flat,2 bedroom flat / apartment for rent,2,2,3,2,"Lagos Business School, Ajah, Lagos",Ajah,18000000
13,3 Bedroom Flat + Pool,3 bedroom flat / apartment for rent,3,3,4,2,"Oniru, Victoria Island (VI), Lagos",Victoria Island,7500000
13,Newly Built 1 Bedroom (mini Flat),1 bedroom mini flat (room and parlour) for rent,1,1,1,0,"Lekki Phase 2, Lekki, Lagos",Lekki,1000000
13,Luxurious 4 Units Of 3 Bedroom Apartment,3 bedroom flat / apartment for rent,3,3,4,2,"Victoria Island Extension, Victoria Island (VI), Lagos",Victoria Island,9000000
13,3 Bedroom Luxury Flat,3 bedroom flat / apartment for rent,3,3,4,2,"Oniru, Victoria Island (VI), Lagos",Victoria Island,8000000
13,Affordable Offer,3 bedroom flat / apartment for rent,3,3,4,0,"Thera Peace Zone Estate By Aptech College, Sangotedo, Ajah, Lagos",Ajah,1200000
13,Well Built 3 Bedroom Apartment + Tennis Court +bq+gym+pool Etc,3 bedroom flat / apartment for rent,3,3,4,2,"Old Ikoyi, Ikoyi, Lagos",Ikoyi,19000000
13,Luxury 2 Bedroom Apartment,2 bedroom flat / apartment for rent,2,1,2,1,"1004 Estate, Victoria Island (VI), Lagos",Victoria Island,4500000
13,Luxury 3 Bedroom Apartment With Excellent Facilities,3 bedroom flat / apartment for rent,3,3,4,2,"Iddo Estate, Ajah, Lagos",Ajah,900000
13,Luxury 3 Bedroom Flat,3 bedroom flat / apartment for rent,3,3,4,0,"Gerrard Road, Ikoyi, Lagos",Ikoyi,12000000
13,Luxury 2 Bedroom Apartment With Excellent Facilities,2 bedroom flat / apartment for rent,2,2,3,2,"Ocean Bay Estate, Lekki, Lagos",Lekki,2500000
13,Service 2 Bedroom Flat Upstairs,2 bedroom flat / apartment for rent,2,2,3,3,"Phase 1, Gbagada, Lagos",Gbagada,2000000
13,Luxury 2 Bedroom Apartment,2 bedroom flat / apartment for rent,2,2,3,2,"Ologolo, Lekki, Lagos",Lekki,2200000
14,An Exquisite And Luxurious 3 Bedroom Apartment,3 bedroom flat / apartment for rent,3,3,4,3,"Ikoyi, Lagos",Ikoyi,15000000
14,Fully Furnished 3 Bedroom,3 bedroom flat / apartment for rent,3,3,4,0,"Ikoyi, Lagos",Ikoyi,10000000
14,1 Bedroom Self Contained In A Shared Apartment,Self contain (single rooms) for rent,0,1,1,1,"Off Alpha Beach Road, Igbo Efon, Lekki, Lagos",Lekki,650000
14,Mini Flat,1 bedroom mini flat (room and parlour) for rent,1,1,1,2,"Ologolo, Lekki, Lagos",Lekki,2000000
14,Luxury Mini Flat,1 bedroom mini flat (room and parlour) for rent,1,1,1,1,"Osapa, Lekki, Lagos",Lekki,1300000
14,Luxury 1 Bedroom Apartment With Excellent Facilities,1 bedroom mini flat (room and parlour) for rent,1,1,1,1,"Sangotedo, Ajah, Lagos",Ajah,700000
14,Luxury 2 Bedroom Apartment With Excellent Facilities,2 bedroom flat / apartment for rent,2,2,3,2,"Ogidan, Ajah, Lagos",Ajah,1300000
14,Luxury 1 Bedroom Apartment With Excellent Facilities,1 bedroom mini flat (room and parlour) for rent,1,1,1,1,"Sangotedo, Ajah, Lagos",Ajah,1200000
14,Close To Express With 24 Hours Light,Self contain (single rooms) for rent,0,1,1,1,"Annex, VGC, Lekki, Lagos",Lekki,500000
14,Modern 2 Bedroom Flat,2 bedroom flat / apartment for rent,2,3,3,0,"Badore, Ajah, Lagos",Ajah,800000
14,Massive 2 Bedroom Flat,2 bedroom flat / apartment for rent,2,2,2,3,"Badore, Ajah, Lagos",Ajah,800000
14,Newly Built Premium 3 Bedroom Apartment + Bq + Pool,3 bedroom flat / apartment for rent,3,3,4,2,"Old Ikoyi, Old Ikoyi, Ikoyi, Lagos",Ikoyi,15000000
14,Classy Top Floor 3 Bedroom Apartment + Bq+tennis+squash Etc,3 bedroom flat / apartment for rent,3,3,4,2,"Old Ikoyi, Ikoyi, Lagos",Ikoyi,20000000
14,"Neatly Finished 1 Bedroom Apartment, Ground Floor In A Secure Estate.",1 bedroom mini flat (room and parlour) for rent,1,1,1,0,"Ologolo, Lekki, Lagos",Lekki,1500000
14,Luxury 2 Bedrooms With Excellent Facilities,2 bedroom flat / apartment for rent,2,2,3,0,"Banana Island, Ikoyi, Lagos",Ikoyi,12000000
14,Self-contained,Self contain (single rooms) for rent,0,1,1,1,"Ologolo, Lekki, Lagos",Lekki,1200000
14,Serviced 3 Bedroom Apartment,3 bedroom flat / apartment for rent,3,3,4,4,"Brent Close Off Shoprite Road, Osapa, Lekki, Lagos",Lekki,3000000
14,Well Built 2 Bedroom Flat,2 bedroom flat / apartment for rent,2,1,2,0,"Ilasan, Lekki, Lagos",Lekki,2000000
14,Brand New Serviced 2 Bedrooms Fully Furnished With 24 Hours Light,2 bedroom flat / apartment for rent,2,2,3,0,"Osapa London, Lekki, Lagos",Lekki,5000000
14,Brand New Serviced 2 Bedroom Apartment,2 bedroom flat / apartment for rent,2,2,3,0,"Lekki Phase 1, Lekki, Lagos",Lekki,4500000
14,A Very Spacious 1 Bedroom Mini Flat,1 bedroom mini flat (room and parlour) for rent,1,1,1,0,"Ologolo, Lekki, Lagos",Lekki,1200000
15,An Exquisite And Luxurious 3 Bedroom Apartment,3 bedroom flat / apartment for rent,3,3,4,3,"Ikoyi, Lagos",Ikoyi,15000000
15,A Very Spacious 1 Bedroom Mini Flat,1 bedroom mini flat (room and parlour) for rent,1,1,1,0,"Ologolo, Lekki, Lagos",Lekki,1200000
15,Serviced 1 Bedroom Apartment,1 bedroom mini flat (room and parlour) for rent,1,1,1,1,"Oniru, Victoria Island (VI), Lagos",Victoria Island,1500000
15,Well Maintained Self Contained Apartment Bq,Self contain (single rooms) for rent,0,1,1,1,"Off Freedom Way, Lekki Phase 1, Lekki, Lagos",Lekki,750000
15,Executive Waterfront 2 Bedroom Apartment Upstairs With Balconies,2 bedroom flat / apartment for rent,2,2,3,4,"Off Admiralty, Lekki Phase 1, Lekki, Lagos",Lekki,3500000
15,Luxury Furnished 3 Bedroom Flat,3 bedroom flat / apartment for rent,3,3,4,0,"Off Freedom Way, Lekki, Lagos",Lekki,8000000
15,3 Bedroom Apartment,3 bedroom flat / apartment for rent,3,3,4,0,"Off Adelabu, Surulere, Lagos",Surulere,2300000
15,Big Ensuite Room In A Flat,Self contain (single rooms) for rent,0,1,1,1,"Yaba, Lagos",Yaba,300000
15,A Room In A Flat,Self contain (single rooms) for rent,0,1,1,1,"Ojota, Lagos",Ojota,300000
15,Executive 2 Bedroom Apartment Upstairs With 24 Hours Electricity,2 bedroom flat / apartment for rent,2,2,3,2,"Off Admiralty, Lekki Phase 1, Lekki, Lagos",Lekki,2750000
15,Well Maintained Mini Flat Apartment With Guest Toilet,1 bedroom mini flat (room and parlour) for rent,1,1,1,4,"Off Admiralty, Lekki Phase 1, Lekki, Lagos",Lekki,2000000
15,"Executive 2 Bedroom Apartment Upstairs With Balcony, Air Conditioners",2 bedroom flat / apartment for rent,2,2,3,2,"Lekki Phase 1, Lekki, Lagos",Lekki,3500000
15,Brand New 2 Bedroom Mini Apartment Upstairs With 24 Hours Electricity,2 bedroom flat / apartment for rent,2,2,3,2,"Off Admiralty, Lekki Phase 1, Lekki, Lagos",Lekki,2500000
15,Well Maintained 2 Bedroom Apartment Upstairs,2 bedroom flat / apartment for rent,2,2,3,2,"Off Admiralty, Lekki Phase 1, Lekki, Lagos",Lekki,2700000
15,"Executive Mini Flat With 24 Hours Electricity, Air Conditioners",1 bedroom mini flat (room and parlour) for rent,1,1,1,2,"Off Admiralty, Lekki Phase 1, Lekki, Lagos",Lekki,2500000
15,A Furnished Shared Room,Self contain (single rooms) for rent,0,1,1,0,"After Mile12 And Irawo By Ajegunle, Kosofe, Lagos",Kosofe,80000
15,Two Bedroom Flat,2 bedroom flat / apartment for rent,2,1,2,0,"Lekki County, Ikota, Lekki, Lagos",Lekki,2000000
15,2 Bedroom Flat Available,2 bedroom flat / apartment for rent,2,2,3,0,"After Blenco Supermarket, Sangotedo, Ajah, Lagos",Ajah,1200000
15,Fully Furnished 3 Bedroom Apartment,3 bedroom flat / apartment for rent,3,3,4,2,"Dideolu Estate, Victoria Island (VI), Lagos",Victoria Island,7000000
15,Brand New Mini Flat,1 bedroom mini flat (room and parlour) for rent,1,1,1,1,"Badore, Ajah, Lagos",Ajah,550000
15,Brand New 3 Bedroom Flat,3 bedroom flat / apartment for rent,3,3,4,0,"Ikota, Lekki, Lagos",Lekki,2500000
16,"Renovated Block Of City View 4 Bedroom Apartments With Bq, Tennis, Squash",4 bedroom flat / apartment for rent,4,4,5,2,"Banana Island Estate, Banana Island, Ikoyi, Lagos",Ikoyi,13000000
16,Spacious And Tastefully Built 3 Bedroom Flat,3 bedroom flat / apartment for rent,3,3,4,2,"Ikota, Lekki, Lagos",Lekki,2800000
16,2 Bedroom En-suite Flat,2 bedroom flat / apartment for rent,2,2,3,0,"Eleganza Gardens Opposite Vgc, Lekki Expressway, Lekki, Lagos",Lekki,2000000
16,Miniflat,1 bedroom mini flat (room and parlour) for rent,1,1,1,0,"Ologolo, Lekki, Lagos",Lekki,1500000
16,Mini Flat,1 bedroom mini flat (room and parlour) for rent,1,1,1,2,"Ologolo, Lekki, Lagos",Lekki,1200000
16,Practical 4 Bedroom Apartment + Bq+pool+gym Etc,4 bedroom flat / apartment for rent,4,4,5,2,"Old Ikoyi, Ikoyi, Lagos",Ikoyi,10000000
16,Luxury Serviced 3 Bedroom Apartment With A Room Bq,3 bedroom flat / apartment for rent,3,3,3,2,"Arowojobe Estate, Mende, Maryland, Lagos",Maryland,2500000
16,Super Clean Furnished 4 Bedroom Flat,4 bedroom flat / apartment for rent,4,4,5,3,"Banana Island, Ikoyi, Lagos",Ikoyi,25000000
16,Luxury 4 Bedroom Flat,4 bedroom flat / apartment for rent,4,4,5,3,"Banana Island, Ikoyi, Lagos",Ikoyi,19000000
16,Executive 3 Bedroom Flat With A Room Bq,3 bedroom flat / apartment for rent,3,3,3,0,"Lekki Phase 1, Lekki, Lagos",Lekki,4000000
16,Massive Mini Flat,1 bedroom mini flat (room and parlour) for rent,1,1,1,1,"Ologolo Lekki Lagos, Ologolo, Lekki, Lagos",Lekki,1200000
16,Serviced 3 Bedroom Flat Apartment,3 bedroom flat / apartment for rent,3,3,4,2,"Ologolo, Lekki, Lagos",Lekki,3500000
16,Luxurious Room And Parlour Self Contained,1 bedroom mini flat (room and parlour) for rent,1,1,1,0,"Ologolo, Lekki, Lagos",Lekki,1200000
16,Newly Built 3 Bedroom Ensuite Well Finished Flat,3 bedroom flat / apartment for rent,3,3,4,2,"Sangotedo, Ajah, Lagos",Ajah,1500000
16,Luxurious Serviced Three Bedroom Flat,3 bedroom flat / apartment for rent,3,3,4,3,"Lekki Phase 1, Lekki, Lagos",Lekki,3500000
16,Tastefully Finished 3 Bedroom Apartment,3 bedroom flat / apartment for rent,3,3,4,0,"Lekki Phase 1, Lekki, Lagos",Lekki,5000000
16,Serviced 2 Bedroom Apartment,2 bedroom flat / apartment for rent,2,2,3,2,"Ikate, Lekki, Lagos",Lekki,3000000
16,Serviced 4 Bedroom Apartment With Swimming Pool And Gym,4 bedroom flat / apartment for rent,4,4,5,3,"Banana Island, Ikoyi, Lagos",Ikoyi,23000000
16,Spacious Mini Flat Upstairs,1 bedroom mini flat (room and parlour) for rent,1,1,1,0,"By Lbs, Ajah, Lagos",Ajah,700000
16,Mini Flat,1 bedroom mini flat (room and parlour) for rent,1,1,1,4,"Slm Estate, Spg Road, Ologolo, Lekki Expressway, Lekki, Lagos",Lekki,1400000
